"Місцевий час в Києві / Жулянах (аеропорт)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"RRR";"tR";"E";"Tg";"E'";"sss";"AD"
"27.08.2005 12:00";"18.8";"";"764.7";"";"85";"Вітер, що дме із заходу-північного заходу";"2";"";"";"100%.";" ";"";"";"";"";"Шарувато-купчасті, що утворилися не з купчастих.";"100%.";"300-600";"Високо-купчасті баштовидні або пластівчасті.";"Перисто-купчасті одні або перисто-купчасті, супроводжувані пір'ястими або перисто-шаруватими, або ті й інші, але перисто-купчасті переважають серед них.";"20";"";"";"";"";"";"";""
"27.08.2005 09:00";"18.3";"749.3";"764.1";"";"89";"Вітер, що дме із заходу-північного заходу";"1";"";"";"90  або більше, але не 100 %";"Стан неба в загальному не змінився. ";"Туман або крижаний туман або сильна імла.";"Хмари покривали більше половини неба протягом однієї частини відповідного періоду і половину або менш протягом іншої частини періоду.";"14.3";"";"Шарувато-купчасті, що утворилися не з купчастих.";"40%.";"600-1000";"";"Перисті (часто у вигляді смуг) і перисто-шаруваті, що поширюються по небу і в цілому зазвичай ущільнюються, але суцільна пелена піднімається над обрієм менш ніж на 45 °.";"10";"";"";"";"";"";"";""
"27.08.2005 06:00";"14.7";"748.6";"763.6";"";"97";"Штиль, безвітря";"0";"";"";"60%.";"Димка. ";"Хмари покривали більше половини неба протягом однієї частини відповідного періоду і половину або менш протягом іншої частини періоду.";"Хмари покривали більше половини неба протягом однієї частини відповідного періоду і половину або менш протягом іншої частини періоду.";"";"";"";"20–30%.";"2500 або більше, або хмар немає.";"Високо-купчасті баштовидні або пластівчасті.";"Перисті кігтевидні або волокнисті або перші і другі, що поширюються по небу і в цілому зазвичай ущільнюються.";"4";"";"";"";"";"";"";""
"27.08.2005 03:00";"15.4";"748.3";"763.1";"";"94";"Вітер, що дме з південного заходу";"1";"";"";"хмар немає";"Димка. ";"Хмари покривали більше половини неба протягом однієї частини відповідного періоду і половину або менш протягом іншої частини періоду.";"Хмари покривали більше половини неба протягом однієї частини відповідного періоду і половину або менш протягом іншої частини періоду.";"";"";"";"";"";"";"";"4";"";"";"";"";"";"";""
"27.08.2005 00:00";"16.7";"748.1";"763.1";"";"91";"Вітер, що дме з півдня-південного сходу";"2";"";"";"60%.";" ";"";"";"";"";"";"хмар немає";"2500 або більше, або хмар немає.";"";"Перисто-купчасті одні або перисто-купчасті, супроводжувані пір'ястими або перисто-шаруватими, або ті й інші, але перисто-купчасті переважають серед них.";"10";"";"";"";"";"";"";""
"26.08.2005 21:00";"17.6";"747.6";"762.3";"";"93";"Штиль, безвітря";"0";"";"";"хмар немає";"Димка. ";"Хмари покривали більше половини неба протягом однієї частини відповідного періоду і половину або менш протягом іншої частини періоду.";"Хмари покривали більше половини неба протягом однієї частини відповідного періоду і половину або менш протягом іншої частини періоду.";"";"21.7";"";"";"";"";"";"4";"";"";"";"";"";"";""
"26.08.2005 18:00";"20.3";"747.3";"761.8";"";"81";"Вітер, що дме з південного сходу";"1";"";"";"90  або більше, але не 100 %";" ";"";"";"";"";"Шарувато-купчасті, що утворилися не з купчастих.";"90  або більше, але не 100 %";"600-1000";"";"";"20";"";"";"";"";"";"";""
"26.08.2005 15:00";"19.9";"746.8";"761.4";"";"82";"Штиль, безвітря";"0";"";"";"100%.";" ";"";"";"";"";"Шаруваті тумановидні або шаруваті розірвані, або ті й інші, але не належать до хмар поганої погоди.";"100%.";"300-600";"Високо-купчасті баштовидні або пластівчасті.";"Перисто-купчасті одні або перисто-купчасті, супроводжувані пір'ястими або перисто-шаруватими, або ті й інші, але перисто-купчасті переважають серед них.";"10";"";"";"";"";"";"";""
"26.08.2005 12:00";"18.9";"746.6";"761.2";"";"83";"Вітер, що дме з півдня-південного сходу";"1";"";"";"100%.";" ";"";"";"";"";"Шаруваті тумановидні або шаруваті розірвані, або ті й інші, але не належать до хмар поганої погоди.";"100%.";"300-600";"Високо-купчасті баштовидні або пластівчасті.";"Перисто-купчасті одні або перисто-купчасті, супроводжувані пір'ястими або перисто-шаруватими, або ті й інші, але перисто-купчасті переважають серед них.";"20";"";"";"";"";"";"";""
"26.08.2005 06:00";"16.2";"745.6";"760.4";"";"91";"Вітер, що дме зі сходу";"1";"";"";"90  або більше, але не 100 %";" ";"";"";"";"";"Шарувато-купчасті, що утворилися не з купчастих.";"50%.";"600-1000";"Високо-купчасті прозорі, розташовані на одному рівні.";"";"50";"";"";"";"";"";"";""
